,user_progress_id,user_id,subchapter_id,chapter_taken_id,current_level,status_subchapter,user_progress_created_at,user_progress_updated_at,chapter_id,name,subchapter_created_at,subchapter_updated_at
411,UP00396,S0182,SCT00016,CHT00321,beginner,not started,2026-04-16 23:20:19,2026-04-17 23:37:19,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
412,UP00397,S0520,SCT00003,CHT01095,intermediate,in-progress,2026-04-26 20:46:51,2026-04-27 21:03:51,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
413,UP00398,S0549,SCT00010,CHT00975,advanced,in-progress,2026-04-24 04:25:26,2026-04-25 04:42:26,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
414,UP00399,S0656,SCT00002,CHT01129,advanced,in-progress,2026-04-17 13:29:29,2026-04-18 13:46:29,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
415,UP00400,S0235,SCT00014,CHT00476,beginner,done,2026-04-23 14:34:46,2026-04-24 14:51:46,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
416,UP00401,S0130,SCT00009,CHT00691,advanced,in-progress,2026-04-21 19:46:37,2026-04-22 20:03:37,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
417,UP00402,S0155,SCT00016,CHT00777,advanced,in-progress,2026-04-27 22:58:43,2026-04-27 23:18:52,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
418,UP00403,S0568,SCT00003,CHT00761,advanced,not started,2026-04-24 18:22:21,2026-04-25 18:39:21,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
419,UP00404,S0174,SCT00002,CHT00010,intermediate,in-progress,2026-04-18 22:37:25,2026-04-19 22:54:25,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
420,UP00405,S0816,SCT00004,CHT01153,advanced,done,2026-04-20 20:01:37,2026-04-21 20:18:37,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
421,UP00406,S0977,SCT00005,CHT00394,beginner,not started,2026-03-31 14:00:18,2026-04-01 14:17:18,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
422,UP00407,S0955,SCT00016,CHT01007,beginner,not started,2026-04-17 06:03:07,2026-04-18 06:20:07,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
423,UP00408,S0766,SCT00019,CHT00950,intermediate,not started,2026-03-27 17:09:39,2026-03-28 17:26:39,CT00006,Diagram Batang,2026-01-01,2026-01-01
424,UP00409,S0061,SCT00013,CHT00415,advanced,not started,2026-04-27 19:17:12,2026-04-27 23:18:52,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
425,UP00410,S0371,SCT00007,CHT00514,intermediate,in-progress,2026-04-26 11:00:40,2026-04-27 11:17:40,CT00003,Konsep Rasio,2026-01-01,2026-01-01
426,UP00411,S0101,SCT00018,CHT00172,beginner,in-progress,2026-04-10 07:40:46,2026-04-11 07:57:46,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
427,UP00412,S0227,SCT00020,CHT00922,advanced,done,2026-04-25 07:03:52,2026-04-26 07:20:52,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
428,UP00413,S0182,SCT00011,CHT00693,beginner,in-progress,2026-04-07 13:59:02,2026-04-08 14:16:02,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
429,UP00414,S0175,SCT00017,CHT00291,beginner,done,2026-04-27 21:56:34,2026-04-27 23:18:52,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
430,UP00415,S0806,SCT00009,CHT00737,advanced,in-progress,2026-04-19 14:57:28,2026-04-20 15:14:28,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
431,UP00416,S0221,SCT00002,CHT00427,beginner,in-progress,2026-04-15 21:29:52,2026-04-16 21:46:52,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
432,UP00417,S0638,SCT00017,CHT00179,beginner,done,2026-03-26 02:53:15,2026-03-27 03:10:15,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
433,UP00418,S0326,SCT00021,CHT01148,advanced,done,2026-04-14 00:58:58,2026-04-15 01:15:58,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
434,UP00419,S0922,SCT00020,CHT00937,advanced,not started,2026-04-27 19:57:28,2026-04-27 23:18:52,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
435,UP00420,S0338,SCT00009,CHT00671,beginner,done,2026-04-25 23:19:29,2026-04-26 23:36:29,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
436,UP00421,S0155,SCT00011,CHT00071,intermediate,done,2026-04-21 15:27:10,2026-04-22 15:44:10,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
437,UP00422,S0955,SCT00013,CHT00088,intermediate,in-progress,2026-04-17 04:18:21,2026-04-18 04:35:21,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
438,UP00423,S0747,SCT00002,CHT00176,intermediate,in-progress,2026-04-25 15:14:22,2026-04-26 15:31:22,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
439,UP00424,S0049,SCT00003,CHT00020,beginner,not started,2026-04-22 22:22:59,2026-04-23 22:39:59,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
440,UP00425,S0401,SCT00007,CHT00293,intermediate,not started,2026-04-12 22:56:01,2026-04-13 23:13:01,CT00003,Konsep Rasio,2026-01-01,2026-01-01
441,UP00426,S0199,SCT00005,CHT00440,advanced,done,2026-03-29 18:37:42,2026-03-30 18:54:42,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
442,UP00427,S0731,SCT00002,CHT00389,advanced,not started,2026-04-27 13:10:45,2026-04-27 23:18:52,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
443,UP00428,S0626,SCT00013,CHT00617,intermediate,done,2026-04-23 12:21:58,2026-04-24 12:38:58,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
444,UP00429,S0692,SCT00002,CHT00347,intermediate,in-progress,2026-04-08 02:56:58,2026-04-09 03:13:58,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
445,UP00430,S0416,SCT00003,CHT00005,intermediate,in-progress,2026-04-22 02:09:46,2026-04-23 02:26:46,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
446,UP00431,S0666,SCT00005,CHT00114,advanced,done,2026-04-14 02:48:46,2026-04-15 03:05:46,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
447,UP00432,S0988,SCT00007,CHT00654,intermediate,done,2026-04-17 20:59:57,2026-04-18 21:16:57,CT00003,Konsep Rasio,2026-01-01,2026-01-01
448,UP00433,S0959,SCT00004,CHT00435,beginner,not started,2026-04-26 12:17:43,2026-04-27 12:34:43,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
449,UP00434,S0570,SCT00013,CHT00979,beginner,in-progress,2026-04-25 09:07:22,2026-04-26 09:24:22,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
450,UP00435,S0244,SCT00004,CHT00551,advanced,in-progress,2026-04-21 10:28:22,2026-04-22 10:45:22,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
451,UP00436,S0976,SCT00008,CHT00229,beginner,done,2026-04-18 08:10:22,2026-04-19 08:27:22,CT00003,Skala,2026-01-01,2026-01-01
452,UP00437,S0521,SCT00001,CHT00623,advanced,in-progress,2026-04-27 12:16:34,2026-04-27 23:18:52,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
453,UP00438,S0350,SCT00006,CHT00557,advanced,in-progress,2026-03-30 05:10:07,2026-03-31 05:27:07,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
454,UP00439,S0466,SCT00008,CHT00676,intermediate,not started,2026-04-27 02:10:38,2026-04-27 23:18:52,CT00003,Skala,2026-01-01,2026-01-01
455,UP00440,S0330,SCT00015,CHT01072,intermediate,in-progress,2026-04-23 14:46:21,2026-04-24 15:03:21,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
456,UP00441,S0306,SCT00021,CHT00337,intermediate,DONE,2026-04-26 22:18:43,2026-04-27 22:35:43,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
457,UP00442,S0364,SCT00002,CHT00160,intermediate,not started,2026-04-27 08:42:58,2026-04-27 23:18:52,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
458,UP00443,S0386,SCT00021,CHT00390,intermediate,not started,2026-04-04 18:04:24,2026-04-05 18:21:24,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
459,UP00444,S0655,SCT00013,CHT00024,beginner,in-progress,2026-03-22 05:35:19,2026-03-23 05:52:19,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
460,UP00445,S0022,SCT00008,CHT00797,beginner,in-progress,2026-04-02 22:45:14,2026-04-03 23:02:14,CT00003,Skala,2026-01-01,2026-01-01
461,UP00446,S0137,SCT00007,CHT00104,intermediate,in-progress,2026-04-25 08:11:22,2026-04-26 08:28:22,CT00003,Konsep Rasio,2026-01-01,2026-01-01
462,UP00447,S0611,SCT00014,CHT00165,beginner,not started,2026-03-30 09:07:12,2026-03-31 09:24:12,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
463,UP00448,S0392,SCT00003,CHT00535,intermediate,done,2026-04-24 15:42:32,2026-04-25 15:59:32,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
464,UP00449,S0192,SCT00002,CHT00717,intermediate,in-progress,2026-04-18 22:30:58,2026-04-19 22:47:58,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
465,UP00450,S0681,SCT00002,CHT00290,intermediate,done,2026-04-27 21:52:25,2026-04-27 23:18:52,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
466,UP00451,S0359,SCT00017,CHT00052,advanced,done,2026-04-19 18:53:11,2026-04-20 19:10:11,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
467,UP00452,S0426,SCT00004,CHT00212,advanced,not started,2026-04-21 21:32:07,2026-04-22 21:49:07,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
468,UP00453,S0423,SCT00002,CHT00294,intermediate,not started,2026-04-17 02:42:35,2026-04-18 02:59:35,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
469,UP00454,S0693,SCT00010,CHT00741,advanced,done,2026-04-27 22:56:46,2026-04-27 23:18:52,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
470,UP00455,S0935,SCT00020,CHT01008,advanced,not started,2026-04-26 07:34:00,2026-04-27 07:51:00,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
471,UP00456,S0788,SCT00018,CHT00847,beginner,not started,2026-04-17 02:29:50,2026-04-18 02:46:50,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
472,UP00457,S0680,SCT00018,CHT00824,advanced,in-progress,2026-04-23 02:07:00,2026-04-24 02:24:00,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
473,UP00458,S0202,SCT00008,CHT00565,advanced,done,2026-03-29 23:10:48,2026-03-30 23:27:48,CT00003,Skala,2026-01-01,2026-01-01
474,UP00459,S0232,SCT00015,CHT00967,advanced,done,2026-04-27 07:46:46,2026-04-27 23:18:52,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
475,UP00460,S0252,SCT00020,CHT00351,advanced,not started,2026-04-15 00:24:42,2026-04-16 00:41:42,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
476,UP00461,S0625,SCT00008,CHT00063,intermediate,in-progress,2026-04-07 21:27:38,2026-04-08 21:44:38,CT00003,Skala,2026-01-01,2026-01-01
477,UP00462,S0874,SCT00017,CHT00108,intermediate,done,2026-04-18 07:37:15,2026-04-19 07:54:15,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
478,UP00463,S0350,SCT00004,CHT00358,beginner,in-progress,2026-03-09 01:57:05,2026-03-10 02:14:05,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
479,UP00464,S0174,SCT00015,CHT01022,advanced,not started,2026-02-26 11:51:04,2026-02-27 12:08:04,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
480,UP00465,S0341,SCT00014,CHT01032,intermediate,done,2026-04-24 18:20:54,2026-04-25 18:37:54,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
481,UP00466,S0154,SCT00003,CHT00483,advanced,in-progress,2026-04-23 08:54:51,2026-04-24 09:11:51,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
482,UP00467,S0868,SCT00017,CHT00718,beginner,not started,2026-04-14 22:34:02,2026-04-15 22:51:02,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
483,UP00468,S0254,SCT00001,CHT01044,intermediate,in-progress,2026-04-27 16:08:44,2026-04-27 23:18:52,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
484,UP00469,S0603,SCT00002,CHT00059,advanced,done,2026-04-03 19:17:46,2026-04-04 19:34:46,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
485,UP00470,S0885,SCT00013,CHT00992,advanced,DONE,2026-04-27 01:58:07,2026-04-27 23:18:52,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
486,UP00471,S0425,SCT00017,CHT00872,advanced,done,2026-04-27 06:43:27,2026-04-27 23:18:52,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
487,UP00472,S0256,SCT00017,CHT00670,advanced,done,2026-04-23 11:30:22,2026-04-24 11:47:22,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
488,UP00473,S0707,SCT00012,CHT00279,advanced,in-progress,2026-04-14 13:31:27,2026-04-15 13:48:27,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
489,UP00474,S0328,SCT00003,CHT00997,intermediate,not started,2026-04-27 01:41:29,2026-04-27 23:18:52,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
490,UP00475,S0104,SCT00012,CHT01045,intermediate,done,2026-04-26 07:29:46,2026-04-27 07:46:46,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
491,UP00476,S0916,SCT00014,CHT00958,intermediate,in-progress,2026-04-26 09:30:28,2026-04-27 09:47:28,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
492,UP00477,S0402,SCT00011,CHT00907,intermediate,in-progress,2026-03-27 15:33:20,2026-03-28 15:50:20,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
493,UP00478,S0401,SCT00009,CHT00923,beginner,DONE,2026-04-26 00:13:27,2026-04-27 00:30:27,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
494,UP00479,S0811,SCT00006,CHT00187,advanced,DONE,2026-04-23 23:49:42,2026-04-25 00:06:42,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
495,UP00480,S0987,SCT00021,CHT00558,intermediate,done,2026-04-25 10:00:45,2026-04-26 10:17:45,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
496,UP00480,S0987,SCT00021,CHT00558,intermediate,done,2026-04-25 19:18:04,2026-04-26 19:35:04,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
497,UP00481,S0057,SCT00005,CHT01127,intermediate,in-progress,2026-04-26 15:41:15,2026-04-27 15:58:15,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
498,UP00482,S0811,SCT00018,CHT00164,advanced,in-progress,2026-04-06 16:33:36,2026-04-07 16:50:36,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
499,UP00483,S0385,SCT00011,CHT00477,intermediate,in-progress,2026-04-19 20:44:14,2026-04-20 21:01:14,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
500,UP00484,S0007,SCT00008,CHT00498,intermediate,in-progress,2026-04-22 14:07:04,2026-04-23 14:24:04,CT00003,Skala,2026-01-01,2026-01-01
501,UP00485,S0838,SCT00001,CHT00728,beginner,in-progress,2026-04-18 19:37:02,2026-04-19 19:54:02,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
502,UP00486,S0675,SCT00008,CHT01192,advanced,in-progress,2026-04-23 03:55:48,2026-04-24 04:12:48,CT00003,Skala,2026-01-01,2026-01-01
503,UP00487,S0328,SCT00013,CHT00655,advanced,in-progress,2026-02-22 11:40:58,2026-02-23 11:57:58,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
504,UP00488,S0544,SCT00006,CHT00386,beginner,in-progress,2026-04-14 22:45:32,2026-04-15 23:02:32,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
505,UP00489,S0723,SCT00013,CHT00448,advanced,in-progress,2026-04-12 09:01:05,2026-04-13 09:18:05,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
506,UP00490,S0658,SCT00016,CHT00750,intermediate,done,2026-04-24 15:33:52,2026-04-25 15:50:52,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
507,UP00491,S0300,SCT00013,CHT01081,intermediate,DONE,2026-04-21 07:30:05,2026-04-22 07:47:05,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
508,UP00492,S0407,SCT00001,CHT00331,advanced,done,2026-04-10 00:09:53,2026-04-11 00:26:53,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
509,UP00493,S0911,SCT00005,CHT01164,beginner,done,2026-04-26 15:47:36,2026-04-27 16:04:36,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
510,UP00494,S0098,SCT00002,CHT00214,intermediate,not started,2026-04-05 04:59:47,2026-04-06 05:16:47,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
511,UP00495,S0640,SCT00012,CHT00910,intermediate,not started,2026-04-10 19:23:26,2026-04-11 19:40:26,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
512,UP00496,S0248,SCT00013,CHT00585,intermediate,not started,2026-04-27 13:41:19,2026-04-27 23:18:52,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
513,UP00497,S0123,SCT00007,CHT01131,beginner,done,2026-04-13 05:11:51,2026-04-14 05:28:51,CT00003,Konsep Rasio,2026-01-01,2026-01-01
514,UP00498,S0095,SCT00019,CHT00723,advanced,in-progress,2026-04-27 23:10:50,2026-04-27 23:18:52,CT00006,Diagram Batang,2026-01-01,2026-01-01
515,UP00499,S0503,SCT00012,CHT00466,intermediate,not started,2026-04-11 13:51:26,2026-04-12 14:08:26,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
516,UP00500,S0160,SCT00009,CHT00588,beginner,in-progress,2026-04-26 01:03:04,2026-04-27 01:20:04,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
517,UP00501,S0870,SCT00003,CHT00707,advanced,in-progress,2026-03-20 14:24:20,2026-03-21 14:41:20,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
518,UP00502,S0214,SCT00016,CHT00381,beginner,in-progress,2026-04-25 14:19:59,2026-04-26 14:36:59,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
519,UP00503,S0914,SCT00006,CHT00213,advanced,not started,2026-04-27 21:40:58,2026-04-27 23:18:52,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
520,UP00504,S0984,SCT00003,CHT00153,beginner,in-progress,2026-04-25 19:27:01,2026-04-26 19:44:01,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
521,UP00505,S0113,SCT00013,CHT00382,intermediate,done,2026-04-21 20:01:08,2026-04-22 20:18:08,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
522,UP00506,S0709,SCT00004,CHT01182,intermediate,not started,2026-04-17 17:36:17,2026-04-18 17:53:17,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
523,UP00507,S0600,SCT00006,CHT00868,advanced,not started,2026-04-27 04:05:17,2026-04-27 23:18:52,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
524,UP00508,S0104,SCT00006,CHT00299,advanced,DONE,2026-04-27 22:29:30,2026-04-27 23:18:52,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
525,UP00509,S0779,SCT00005,CHT00230,beginner,in-progress,2026-04-14 14:54:49,2026-04-15 15:11:49,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
526,UP00510,S0559,SCT00008,CHT00213,beginner,not started,2026-04-27 22:14:14,2026-04-27 23:18:52,CT00003,Skala,2026-01-01,2026-01-01
527,UP00511,S0364,SCT00017,CHT00515,advanced,done,2026-03-17 18:51:49,2026-03-18 19:08:49,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
528,UP00512,S0631,SCT00008,CHT01037,beginner,done,2026-04-27 05:01:26,2026-04-27 23:18:52,CT00003,Skala,2026-01-01,2026-01-01
529,UP00513,S0304,SCT00005,CHT00506,advanced,in-progress,2026-04-19 23:24:03,2026-04-20 23:41:03,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
530,UP00513,S0304,SCT00005,CHT00506,advanced,in-progress,2026-03-21 00:27:25,2026-03-22 00:44:25,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
531,UP00514,S0377,SCT00003,CHT00640,advanced,done,2026-04-01 20:04:37,2026-04-02 20:21:37,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
532,UP00515,S0040,SCT00019,CHT00696,intermediate,in-progress,2026-04-27 09:25:05,2026-04-27 23:18:52,CT00006,Diagram Batang,2026-01-01,2026-01-01
533,UP00516,S0856,SCT00015,CHT00116,advanced,in-progress,2026-04-23 02:15:03,2026-04-24 02:32:03,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
534,UP00517,S0789,SCT00019,CHT00281,advanced,done,2026-04-26 15:12:56,2026-04-27 15:29:56,CT00006,Diagram Batang,2026-01-01,2026-01-01
535,UP00518,S0194,SCT00002,CHT00223,beginner,DONE,2026-04-27 17:49:39,2026-04-27 23:18:52,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
536,UP00519,S0849,SCT00016,CHT01151,beginner,not started,2026-04-10 01:17:40,2026-04-11 01:34:40,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
537,UP00520,S0834,SCT00017,CHT00150,beginner,not started,2026-04-27 13:17:16,2026-04-27 23:18:52,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
538,UP00521,S0776,SCT00014,CHT00700,advanced,done,2026-03-26 01:27:23,2026-03-27 01:44:23,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
539,UP00522,S0038,SCT00007,CHT00971,intermediate,not started,2026-04-22 07:02:16,2026-04-23 07:19:16,CT00003,Konsep Rasio,2026-01-01,2026-01-01
540,UP00523,S0678,SCT00004,CHT00541,intermediate,done,2026-04-24 11:28:16,2026-04-25 11:45:16,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
541,UP00524,S0283,SCT00004,CHT00316,advanced,done,2026-04-27 16:56:42,2026-04-27 23:18:52,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
542,UP00525,S0875,SCT00017,CHT00787,advanced,DONE,2026-03-31 02:38:59,2026-04-01 02:55:59,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
543,UP00526,S0817,SCT00012,CHT00446,beginner,not started,2026-04-16 15:05:35,2026-04-17 15:22:35,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
544,UP00527,S0927,SCT00011,CHT00578,intermediate,done,2026-04-24 05:12:29,2026-04-25 05:29:29,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
545,UP00528,S0475,SCT00014,CHT00722,intermediate,not started,2026-04-15 10:27:09,2026-04-16 10:44:09,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
546,UP00529,S0108,SCT00018,CHT00651,beginner,done,2026-04-15 09:04:15,2026-04-16 09:21:15,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
547,UP00530,S0046,SCT00013,CHT00771,intermediate,done,2026-04-19 06:22:09,2026-04-20 06:39:09,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
548,UP00531,S0324,SCT00013,CHT00433,beginner,done,2026-04-22 02:46:58,2026-04-23 03:03:58,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
549,UP00532,S0145,SCT00010,CHT00487,advanced,done,2026-04-22 00:12:38,2026-04-23 00:29:38,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
550,UP00532,S0145,SCT00010,CHT00487,advanced,done,2026-04-09 19:51:42,2026-04-10 20:08:42,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
551,UP00533,S1000,SCT00008,CHT00362,intermediate,in-progress,2026-03-16 05:32:57,2026-03-17 05:49:57,CT00003,Skala,2026-01-01,2026-01-01
552,UP00534,S0530,SCT00007,CHT00540,beginner,not started,2026-04-27 23:17:42,2026-04-27 23:18:52,CT00003,Konsep Rasio,2026-01-01,2026-01-01
553,UP00535,S0847,SCT00005,CHT00906,advanced,not started,2026-04-23 00:30:01,2026-04-24 00:47:01,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
554,UP00536,S0663,SCT00013,CHT00381,intermediate,not started,2026-04-15 03:41:09,2026-04-16 03:58:09,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
555,UP00537,S0697,SCT00017,CHT00960,intermediate,done,2026-04-20 03:29:06,2026-04-21 03:46:06,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
556,UP00538,S0277,SCT00004,CHT00587,beginner,in-progress,2026-04-27 17:21:49,2026-04-27 23:18:52,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
557,UP00539,S0118,SCT00020,CHT01126,beginner,done,2026-04-10 18:12:28,2026-04-11 18:29:28,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
558,UP00540,S0532,SCT00005,CHT01164,advanced,not started,2026-04-24 19:47:40,2026-04-25 20:04:40,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
559,UP00541,S0055,SCT00009,CHT00981,intermediate,not started,2026-04-13 17:29:55,2026-04-14 17:46:55,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
560,UP00542,S0212,SCT00018,CHT00545,advanced,not started,2026-04-20 13:30:52,2026-04-21 13:47:52,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
561,UP00543,S0107,SCT00007,CHT01070,beginner,not started,2026-04-27 19:09:19,2026-04-27 23:18:52,CT00003,Konsep Rasio,2026-01-01,2026-01-01
562,UP00544,S0003,SCT00002,CHT01024,intermediate,not started,2026-04-27 00:08:34,2026-04-27 23:18:52,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
563,UP00545,S0025,SCT00001,CHT00018,advanced,in-progress,2026-04-16 21:25:00,2026-04-17 21:42:00,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
564,UP00546,S0110,SCT00007,CHT00170,advanced,not started,2026-04-23 04:44:43,2026-04-24 05:01:43,CT00003,Konsep Rasio,2026-01-01,2026-01-01
565,UP00547,S0439,SCT00010,CHT00518,beginner,not started,2026-04-15 13:53:37,2026-04-16 14:10:37,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
